time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Height(m)	Pressure(kPa)	Version()	Battery level(%)
2026-2-16 12:21:25.199	WT901BLE67(C7:80:21:F9:6E:55)	-14.782	-15.879	8.691	514.038	726.196	-666.931	75.70	-46.37	-88.30	-26.327	27.707	14.013	0.73785	0.17432	-0.56656	-0.32260	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:25.313	WT901BLE67(C7:80:21:F9:6E:55)	14.354	13.503	4.929	451.355	727.417	-738.281	56.82	-45.76	-70.49	-26.327	27.707	14.013	0.73785	0.17432	-0.56656	-0.32260	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:25.406	WT901BLE67(C7:80:21:F9:6E:55)	11.447	10.886	1.108	391.907	732.727	-813.477	41.37	-44.14	-56.55	-26.327	27.707	14.013	0.73785	0.17432	-0.56656	-0.32260	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:25.526	WT901BLE67(C7:80:21:F9:6E:55)	8.499	8.277	-2.775	340.332	743.958	-894.714	50.44	-47.31	-67.16	-26.327	27.707	14.013	0.73785	0.17432	-0.56656	-0.32260	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:25.593	WT901BLE67(C7:80:21:F9:6E:55)	5.509	5.677	-6.723	292.847	755.127	-975.159	70.44	-50.87	-91.68	-20.993	31.180	15.247	0.73785	0.17432	-0.56656	-0.32260	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:25.726	WT901BLE67(C7:80:21:F9:6E:55)	2.464	3.084	-10.732	224.304	764.343	-1049.988	87.08	-47.14	-111.13	-20.993	31.180	15.247	0.73785	0.17432	-0.56656	-0.32260	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:25.799	WT901BLE67(C7:80:21:F9:6E:55)	-0.627	0.499	-14.800	164.673	774.475	-1122.070	87.17	-45.96	-113.19	-20.993	31.180	15.247	0.59064	0.11053	-0.68268	-0.41565	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:25.931	WT901BLE67(C7:80:21:F9:6E:55)	-3.768	-2.076	13.072	105.835	787.354	-1197.693	84.30	-45.68	-111.21	-20.993	31.180	15.247	0.59064	0.11053	-0.68268	-0.41565	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:26.6	WT901BLE67(C7:80:21:F9:6E:55)	-6.956	-4.641	8.884	43.701	801.086	-1271.912	67.38	-46.08	-94.31	-20.993	31.180	15.247	0.59064	0.11053	-0.68268	-0.41565	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:26.127	WT901BLE67(C7:80:21:F9:6E:55)	-10.188	-7.194	4.636	-13.062	816.589	-1348.694	48.83	-43.59	-73.78	-20.993	31.180	15.247	0.59064	0.11053	-0.68268	-0.41565	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:26.212	WT901BLE67(C7:80:21:F9:6E:55)	-13.467	-9.734	0.327	-69.336	832.886	-1425.415	42.97	-41.05	-63.83	-15.653	37.287	5.920	0.59064	0.11053	-0.68268	-0.41565	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:26.332	WT901BLE67(C7:80:21:F9:6E:55)	15.211	-12.261	-4.045	-126.526	850.769	-1504.456	40.40	-39.27	-52.46	-15.653	37.287	5.920	0.59064	0.11053	-0.68268	-0.41565	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:26.399	WT901BLE67(C7:80:21:F9:6E:55)	11.850	-14.771	-8.482	-177.612	873.108	-1587.585	43.80	-43.46	-52.28	-15.653	37.287	5.920	0.80862	0.15015	-0.51044	-0.25092	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:26.532	WT901BLE67(C7:80:21:F9:6E:55)	8.456	14.737	-12.988	-223.328	899.292	-1677.856	58.17	-54.49	-68.39	-15.653	37.287	5.920	0.80862	0.15015	-0.51044	-0.25092	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:26.606	WT901BLE67(C7:80:21:F9:6E:55)	5.024	12.266	14.439	-264.771	920.410	-1751.526	76.97	-62.52	-92.42	-15.653	37.287	5.920	0.80862	0.15015	-0.51044	-0.25092	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:26.737	WT901BLE67(C7:80:21:F9:6E:55)	1.548	9.810	9.813	-311.584	938.904	-1814.270	92.77	-61.69	-119.60	-15.653	37.287	5.920	0.80862	0.15015	-0.51044	-0.25092	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:26.812	WT901BLE67(C7:80:21:F9:6E:55)	-1.692	7.370	5.132	-378.601	963.196	-1895.386	93.88	-57.05	-132.75	-74.247	21.100	-96.593	0.80862	0.15015	-0.51044	-0.25092	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:26.932	WT901BLE67(C7:80:21:F9:6E:55)	-4.459	5.191	0.932	-425.049	1082.275	-1647.827	89.47	-59.10	-130.99	-74.247	21.100	-96.593	0.80862	0.15015	-0.51044	-0.25092	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:27.25	WT901BLE67(C7:80:21:F9:6E:55)	-8.046	3.430	-2.446	-455.444	1190.857	-1430.969	84.73	-61.05	-128.34	-74.247	21.100	-96.593	0.59946	-0.07458	-0.67419	-0.42480	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:27.131	WT901BLE67(C7:80:21:F9:6E:55)	-11.678	1.194	-6.818	-512.878	1220.825	-1501.404	80.39	-59.24	-120.47	-74.247	21.100	-96.593	0.59946	-0.07458	-0.67419	-0.42480	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:27.206	WT901BLE67(C7:80:21:F9:6E:55)	-15.345	-1.018	-11.247	-563.599	1247.864	-1571.472	79.38	-52.19	-111.89	-74.247	21.100	-96.593	0.59946	-0.07458	-0.67419	-0.42480	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:27.338	WT901BLE67(C7:80:21:F9:6E:55)	12.958	-3.208	-15.734	-602.722	1275.696	-1645.996	86.98	-41.25	-114.68	-74.247	21.100	-96.593	0.59946	-0.07458	-0.67419	-0.42480	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:27.411	WT901BLE67(C7:80:21:F9:6E:55)	9.225	-5.375	11.718	-637.573	1305.969	-1724.121	81.04	-31.92	-117.95	-31.347	25.333	10.540	0.59946	-0.07458	-0.67419	-0.42480	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:27.544	WT901BLE67(C7:80:21:F9:6E:55)	5.972	-7.510	7.101	-695.374	1354.370	-1811.157	82.68	-30.33	-126.98	-31.347	25.333	10.540	0.59946	-0.07458	-0.67419	-0.42480	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:27.618	WT901BLE67(C7:80:21:F9:6E:55)	2.158	-9.321	3.069	-742.859	1390.625	-1885.315	81.33	-29.85	-126.82	-31.347	25.333	10.540	0.50229	0.11755	-0.64215	-0.56693	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:27.731	WT901BLE67(C7:80:21:F9:6E:55)	-1.692	-11.391	-1.671	-791.809	1435.242	-1965.881	80.82	-31.84	-122.45	-31.347	25.333	10.540	0.50229	0.11755	-0.64215	-0.56693	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:27.830	WT901BLE67(C7:80:21:F9:6E:55)	-5.573	-13.427	-6.477	-831.360	1474.609	1952.515	82.14	-38.77	-120.25	-31.347	25.333	10.540	0.50229	0.11755	-0.64215	-0.56693	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:27.939	WT901BLE67(C7:80:21:F9:6E:55)	-9.483	-15.433	-11.343	-870.728	1510.010	1880.066	81.69	-47.13	-121.64	-31.347	25.333	10.540	0.50229	0.11755	-0.64215	-0.56693	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:28.11	WT901BLE67(C7:80:21:F9:6E:55)	-13.426	14.588	15.734	-901.428	1541.199	1816.223	78.50	-50.78	-127.79	-48.740	24.407	-40.140	0.50229	0.11755	-0.64215	-0.56693	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:28.144	WT901BLE67(C7:80:21:F9:6E:55)	15.203	12.639	10.758	-956.238	1588.806	1739.685	79.68	-49.53	-135.82	-48.740	24.407	-40.140	0.50229	0.11755	-0.64215	-0.56693	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:28.218	WT901BLE67(C7:80:21:F9:6E:55)	12.656	11.064	6.647	-968.018	1737.610	-1970.581	76.44	-51.36	-136.45	-48.740	24.407	-40.140	0.52960	-0.15100	-0.61304	-0.56638	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:28.333	WT901BLE67(C7:80:21:F9:6E:55)	10.191	9.989	3.835	-911.499	1949.585	-1433.228	70.12	-55.03	-134.91	-48.740	24.407	-40.140	0.52960	-0.15100	-0.61304	-0.56638	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:28.424	WT901BLE67(C7:80:21:F9:6E:55)	6.312	9.021	1.282	-827.393	-1873.108	-1005.676	63.90	-57.60	-131.74	-48.740	24.407	-40.140	0.52960	-0.15100	-0.61304	-0.56638	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:28.537	WT901BLE67(C7:80:21:F9:6E:55)	2.404	7.544	-2.745	-869.446	-1823.608	-1061.035	70.04	-52.55	-131.49	-48.740	24.407	-40.140	0.52960	-0.15100	-0.61304	-0.56638	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:28.631	WT901BLE67(C7:80:21:F9:6E:55)	-1.524	6.101	-6.819	-898.376	-1782.349	-1124.207	78.63	-43.27	-134.02	-26.793	29.420	-6.707	0.52960	-0.15100	-0.61304	-0.56638	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:28.745	WT901BLE67(C7:80:21:F9:6E:55)	-5.470	4.694	-10.946	-922.852	-1735.535	-1194.153	78.13	-36.50	-136.69	-26.793	29.420	-6.707	0.52960	-0.15100	-0.61304	-0.56638	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:28.818	WT901BLE67(C7:80:21:F9:6E:55)	-9.448	3.323	-15.130	-956.665	-1674.255	-1267.578	73.61	-34.06	-144.10	-26.793	29.420	-6.707	0.39206	-0.05630	-0.61026	-0.68597	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:28.950	WT901BLE67(C7:80:21:F9:6E:55)	-13.449	2.005	12.630	-986.511	-1621.704	-1330.383	72.13	-33.62	-145.96	-26.793	29.420	-6.707	0.39206	-0.05630	-0.61026	-0.68597	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:29.29	WT901BLE67(C7:80:21:F9:6E:55)	14.524	0.730	8.340	-1017.517	-1563.660	-1396.301	71.55	-33.26	-145.25	-26.793	29.420	-6.707	0.39206	-0.05630	-0.61026	-0.68597	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:29.137	WT901BLE67(C7:80:21:F9:6E:55)	10.477	-0.496	3.996	-1047.607	-1502.258	-1465.637	73.41	-35.51	-142.38	-26.793	29.420	-6.707	0.39206	-0.05630	-0.61026	-0.68597	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:29.230	WT901BLE67(C7:80:21:F9:6E:55)	6.413	-1.677	-0.404	-1070.129	-1453.857	-1532.043	72.06	-41.94	-138.11	-21.120	32.833	-8.893	0.39206	-0.05630	-0.61026	-0.68597	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:29.343	WT901BLE67(C7:80:21:F9:6E:55)	2.333	-2.821	-4.856	-1090.149	-1405.029	-1595.825	69.48	-49.08	-137.19	-21.120	32.833	-8.893	0.39206	-0.05630	-0.61026	-0.68597	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:29.421	WT901BLE67(C7:80:21:F9:6E:55)	-1.764	-3.925	-9.357	-1107.056	-1359.192	-1657.593	68.88	-54.91	-143.03	-21.120	32.833	-8.893	0.43842	-0.24527	-0.58115	-0.64014	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:29.550	WT901BLE67(C7:80:21:F9:6E:55)	-4.811	-4.992	-13.904	-1142.517	-1292.419	-1714.050	68.43	-53.29	-148.84	-21.120	32.833	-8.893	0.43842	-0.24527	-0.58115	-0.64014	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:29.624	WT901BLE67(C7:80:21:F9:6E:55)	-6.587	-5.747	14.698	-1076.843	-1163.391	-1479.492	65.75	-55.23	-150.82	-21.120	32.833	-8.893	0.43842	-0.24527	-0.58115	-0.64014	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:29.755	WT901BLE67(C7:80:21:F9:6E:55)	-10.457	-6.097	12.933	-828.857	-938.354	-807.251	53.16	-58.73	-143.82	-21.120	32.833	-8.893	0.43842	-0.24527	-0.58115	-0.64014	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:29.830	WT901BLE67(C7:80:21:F9:6E:55)	-14.340	-6.822	9.065	-846.069	-876.648	-861.023	54.77	-57.88	-144.00	-45.780	26.280	-42.247	0.43842	-0.24527	-0.58115	-0.64014	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:29.943	WT901BLE67(C7:80:21:F9:6E:55)	13.765	-7.501	5.157	-862.549	-819.702	-911.682	60.80	-52.67	-146.49	-45.780	26.280	-42.247	0.43842	-0.24527	-0.58115	-0.64014	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:30.36	WT901BLE67(C7:80:21:F9:6E:55)	9.862	-8.135	1.205	-874.207	-765.259	-969.177	67.57	-45.04	-150.08	-45.780	26.280	-42.247	0.37796	-0.14929	-0.59241	-0.69556	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:30.149	WT901BLE67(C7:80:21:F9:6E:55)	5.953	-8.726	-2.794	-882.324	-713.562	-1027.954	71.67	-36.74	-155.43	-45.780	26.280	-42.247	0.37796	-0.14929	-0.59241	-0.69556	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:30.225	WT901BLE67(C7:80:21:F9:6E:55)	2.042	-9.276	-6.841	-885.498	-663.208	-1091.919	70.94	-29.67	-163.92	-45.780	26.280	-42.247	0.37796	-0.14929	-0.59241	-0.69556	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:30.357	WT901BLE67(C7:80:21:F9:6E:55)	-1.720	-9.774	-10.940	-894.775	-584.778	-1151.794	67.86	-29.54	-166.97	-45.780	26.280	-42.247	0.37796	-0.14929	-0.59241	-0.69556	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:30.431	WT901BLE67(C7:80:21:F9:6E:55)	-5.642	-10.201	-14.919	-900.757	-524.475	-1208.984	67.31	-28.91	-167.34	-30.567	25.480	15.720	0.37796	-0.14929	-0.59241	-0.69556	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:30.563	WT901BLE67(C7:80:21:F9:6E:55)	-9.567	-10.593	12.890	-904.419	-456.177	-1267.944	67.13	-29.04	-164.79	-30.567	25.480	15.720	0.37796	-0.14929	-0.59241	-0.69556	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:30.638	WT901BLE67(C7:80:21:F9:6E:55)	-13.490	-10.932	8.651	-906.616	-392.273	-1330.688	67.59	-31.68	-159.64	-30.567	25.480	15.720	0.33289	-0.15286	-0.56982	-0.73553	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:30.750	WT901BLE67(C7:80:21:F9:6E:55)	14.587	-11.224	4.360	-902.344	-340.698	-1396.240	65.48	-41.23	-154.65	-30.567	25.480	15.720	0.33289	-0.15286	-0.56982	-0.73553	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:30.844	WT901BLE67(C7:80:21:F9:6E:55)	10.662	-11.476	0.022	-905.151	-289.490	-1446.777	60.57	-49.39	-154.48	-30.567	25.480	15.720	0.33289	-0.15286	-0.56982	-0.73553	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:30.957	WT901BLE67(C7:80:21:F9:6E:55)	6.970	-11.690	-4.354	-907.532	-245.972	-1491.577	58.14	-52.00	-164.64	-30.567	25.480	15.720	0.33289	-0.15286	-0.56982	-0.73553	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:31.31	WT901BLE67(C7:80:21:F9:6E:55)	5.361	-11.838	-8.503	-908.569	-166.077	-1547.974	57.50	-51.53	-165.21	-83.453	9.287	-100.700	0.33289	-0.15286	-0.56982	-0.73553	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:31.163	WT901BLE67(C7:80:21:F9:6E:55)	5.329	-11.871	-10.273	-553.589	18.921	-788.635	44.02	-55.33	-159.14	-83.453	9.287	-100.700	0.33289	-0.15286	-0.56982	-0.73553	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:31.238	WT901BLE67(C7:80:21:F9:6E:55)	2.110	-11.869	-10.304	-30.518	172.974	100.891	25.26	-57.78	-148.66	-83.453	9.287	-100.700	0.33356	-0.39673	-0.30875	-0.79742	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:31.369	WT901BLE67(C7:80:21:F9:6E:55)	-1.096	-11.707	-13.439	-14.832	233.765	63.904	26.81	-56.12	-148.73	-83.453	9.287	-100.700	0.33356	-0.39673	-0.30875	-0.79742	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:31.444	WT901BLE67(C7:80:21:F9:6E:55)	-4.291	-11.497	15.398	-0.732	289.429	28.748	36.22	-50.52	-153.30	-83.453	9.287	-100.700	0.33356	-0.39673	-0.30875	-0.79742	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:31.556	WT901BLE67(C7:80:21:F9:6E:55)	-7.472	-11.246	12.204	14.587	338.135	-15.808	49.29	-44.37	-164.19	-83.453	9.287	-100.700	0.33356	-0.39673	-0.30875	-0.79742	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:31.650	WT901BLE67(C7:80:21:F9:6E:55)	-10.635	-10.957	8.971	34.302	382.813	-68.115	56.25	-37.81	-175.50	-28.340	27.987	4.700	0.33356	-0.39673	-0.30875	-0.79742	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:31.762	WT901BLE67(C7:80:21:F9:6E:55)	-13.775	-10.632	5.694	61.218	447.571	-121.155	52.34	-36.86	176.89	-28.340	27.987	4.700	0.33356	-0.39673	-0.30875	-0.79742	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:31.837	WT901BLE67(C7:80:21:F9:6E:55)	15.104	-10.250	2.380	86.365	503.540	-164.551	52.17	-36.91	173.63	-28.340	27.987	4.700	0.08905	-0.30515	-0.39963	-0.85974	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:31.970	WT901BLE67(C7:80:21:F9:6E:55)	12.007	-9.824	-0.969	112.976	562.927	-208.069	52.31	-36.15	174.27	-28.340	27.987	4.700	0.08905	-0.30515	-0.39963	-0.85974	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:32.44	WT901BLE67(C7:80:21:F9:6E:55)	8.932	-9.349	-4.354	142.151	621.887	-256.104	54.63	-36.60	178.85	-28.340	27.987	4.700	0.08905	-0.30515	-0.39963	-0.85974	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:32.175	WT901BLE67(C7:80:21:F9:6E:55)	5.877	-8.831	-7.780	169.739	672.241	-309.143	52.44	-40.63	-172.29	-28.340	27.987	4.700	0.08905	-0.30515	-0.39963	-0.85974	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:32.250	WT901BLE67(C7:80:21:F9:6E:55)	2.842	-8.277	-11.247	193.237	712.219	-356.079	42.87	-47.69	-162.02	-22.893	32.393	-29.107	0.08905	-0.30515	-0.39963	-0.85974	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:32.363	WT901BLE67(C7:80:21:F9:6E:55)	-0.173	-7.689	-14.749	217.834	754.028	-397.827	35.71	-53.78	-161.22	-22.893	32.393	-29.107	0.08905	-0.30515	-0.39963	-0.85974	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:32.458	WT901BLE67(C7:80:21:F9:6E:55)	-2.927	-7.065	13.721	251.160	817.627	-433.167	31.65	-55.82	-167.93	-22.893	32.393	-29.107	0.20468	-0.43271	-0.28513	-0.83035	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:32.569	WT901BLE67(C7:80:21:F9:6E:55)	-3.362	-6.445	10.436	282.471	866.943	-477.600	33.57	-56.99	-171.89	-22.893	32.393	-29.107	0.20468	-0.43271	-0.28513	-0.83035	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:32.644	WT901BLE67(C7:80:21:F9:6E:55)	-5.950	-6.339	9.918	745.544	874.451	257.446	15.57	-58.34	-161.32	-22.893	32.393	-29.107	0.20468	-0.43271	-0.28513	-0.83035	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:32.777	WT901BLE67(C7:80:21:F9:6E:55)	-8.507	-5.620	6.909	785.461	922.791	222.473	17.51	-56.57	-161.67	-22.893	32.393	-29.107	0.20468	-0.43271	-0.28513	-0.83035	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:32.850	WT901BLE67(C7:80:21:F9:6E:55)	-11.036	-4.865	3.874	821.228	965.332	188.416	29.03	-52.65	-169.31	-31.953	28.787	-22.273	0.20468	-0.43271	-0.28513	-0.83035	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:32.981	WT901BLE67(C7:80:21:F9:6E:55)	-13.536	-4.077	0.807	856.140	1002.563	144.348	44.20	-48.19	177.73	-31.953	28.787	-22.273	0.20468	-0.43271	-0.28513	-0.83035	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:33.56	WT901BLE67(C7:80:21:F9:6E:55)	15.994	-3.261	-2.296	893.005	1036.499	96.313	48.74	-41.24	168.10	-31.953	28.787	-22.273	-0.01453	-0.36584	-0.30511	-0.87906	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:33.169	WT901BLE67(C7:80:21:F9:6E:55)	13.568	-2.418	-5.441	935.120	1074.219	42.603	45.60	-41.01	155.86	-31.953	28.787	-22.273	-0.01453	-0.36584	-0.30511	-0.87906	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:33.262	WT901BLE67(C7:80:21:F9:6E:55)	11.177	-1.536	-8.622	988.953	1122.864	3.479	47.04	-41.53	153.40	-31.953	28.787	-22.273	-0.01453	-0.36584	-0.30511	-0.87906	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:33.376	WT901BLE67(C7:80:21:F9:6E:55)	8.825	-0.622	-11.836	1034.546	1162.292	-39.001	47.12	-41.15	152.68	-31.953	28.787	-22.273	-0.01453	-0.36584	-0.30511	-0.87906	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:33.450	WT901BLE67(C7:80:21:F9:6E:55)	6.513	0.325	-15.083	1085.938	1204.346	-81.970	48.24	-40.13	155.62	-31.340	25.800	7.133	-0.01453	-0.36584	-0.30511	-0.87906	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:33.581	WT901BLE67(C7:80:21:F9:6E:55)	4.238	1.304	13.632	1133.301	1242.188	-128.784	47.76	-40.58	161.84	-31.340	25.800	7.133	-0.01453	-0.36584	-0.30511	-0.87906	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:33.656	WT901BLE67(C7:80:21:F9:6E:55)	1.998	2.311	10.308	1178.955	1272.949	-182.678	39.98	-44.91	175.00	-31.340	25.800	7.133	0.13876	-0.38950	-0.25333	-0.87448	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:33.788	WT901BLE67(C7:80:21:F9:6E:55)	-0.209	3.342	6.943	1221.191	1303.772	-227.173	26.35	-51.43	-173.38	-31.340	25.800	7.133	0.13876	-0.38950	-0.25333	-0.87448	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:33.862	WT901BLE67(C7:80:21:F9:6E:55)	-2.380	4.395	3.545	1258.423	1325.745	-266.724	18.85	-59.45	-173.40	-31.340	25.800	7.133	0.13876	-0.38950	-0.25333	-0.87448	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:33.976	WT901BLE67(C7:80:21:F9:6E:55)	-4.020	5.471	0.119	1319.946	1369.263	-302.246	19.06	-63.26	177.08	-31.340	25.800	7.133	0.13876	-0.38950	-0.25333	-0.87448	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:34.69	WT901BLE67(C7:80:21:F9:6E:55)	-4.769	6.323	-2.540	1481.201	1354.614	-109.009	13.12	-63.78	-179.87	-82.320	10.813	-109.440	0.13876	-0.38950	-0.25333	-0.87448	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:34.182	WT901BLE67(C7:80:21:F9:6E:55)	-6.564	6.733	-3.772	1727.478	1293.030	257.568	1.55	-64.23	-172.37	-82.320	10.813	-109.440	0.13876	-0.38950	-0.25333	-0.87448	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:34.256	WT901BLE67(C7:80:21:F9:6E:55)	-8.313	7.778	-6.782	1785.950	1319.275	219.177	1.35	-62.81	-172.50	-82.320	10.813	-109.440	0.05978	-0.51065	-0.05457	-0.85590	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:34.388	WT901BLE67(C7:80:21:F9:6E:55)	-10.021	8.842	-9.821	1840.759	1342.041	184.570	10.66	-61.54	179.78	-82.320	10.813	-109.440	0.05978	-0.51065	-0.05457	-0.85590	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:34.461	WT901BLE67(C7:80:21:F9:6E:55)	-11.687	9.925	-12.889	1891.846	1364.624	142.700	30.65	-56.27	162.74	-82.320	10.813	-109.440	0.05978	-0.51065	-0.05457	-0.85590	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:34.592	WT901BLE67(C7:80:21:F9:6E:55)	-13.313	11.025	-15.994	1943.665	1383.850	92.834	44.27	-48.92	147.95	-82.320	10.813	-109.440	0.05978	-0.51065	-0.05457	-0.85590	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:34.668	WT901BLE67(C7:80:21:F9:6E:55)	-14.888	12.137	12.858	1990.479	1395.935	34.973	42.11	-45.41	136.87	-32.560	23.600	13.533	0.05978	-0.51065	-0.05457	-0.85590	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:34.781	WT901BLE67(C7:80:21:F9:6E:55)	-15.611	13.264	9.666	-1936.646	1420.349	-11.719	46.68	-47.53	129.85	-32.560	23.600	13.533	0.05978	-0.51065	-0.05457	-0.85590	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:34.875	WT901BLE67(C7:80:21:F9:6E:55)	15.961	13.803	8.150	-1717.896	1321.899	343.445	41.54	-51.06	130.87	-32.560	23.600	13.533	-0.20428	-0.50980	-0.06958	-0.83273	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:34.987	WT901BLE67(C7:80:21:F9:6E:55)	14.816	14.146	7.221	-1464.050	1189.026	780.273	34.62	-54.92	133.59	-32.560	23.600	13.533	-0.20428	-0.50980	-0.06958	-0.83273	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:35.62	WT901BLE67(C7:80:21:F9:6E:55)	13.721	15.101	4.627	-1400.085	1197.449	736.816	34.85	-54.12	134.54	-32.560	23.600	13.533	-0.20428	-0.50980	-0.06958	-0.83273	28.3	0.00	0.000	10080.1.13	75
